edad,clase_trabajo,peso_final,educacion,educacion_num,estado_civil,ocupacion,relacion,raza,sexo,ganancia_capital,perdida_capital,horas_por_semana,pais_origen,ingreso
43,Privado,115806,Maestría,14,Divorciado,Ejecutivo-administrativo,Soltero,Blanco,Mujer,0,2547,40,Estados-Unidos,>50K
51,Privado,115066,Algunos-cursos-universitarios,10,Divorciado,Adm-clerical,Soltero,Blanco,Mujer,0,2547,40,Estados-Unidos,>50K
43,Privado,289669,Maestría,14,Divorciado,Profesional-especialista,Soltero,Blanco,Mujer,0,2547,40,Estados-Unidos,>50K
71,Privado,110380,Bachillerato,9,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,2467,52,Estados-Unidos,<=50K
73,Autónomo-no-incorporado,233882,Bachillerato,9,Casado-cónyuge-civil,Agricultura-pesca,Esposo,Asiático-Isleño-Pacífico,Hombre,0,2457,40,Vietnam,<=50K
68,desconocido,192052,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,desconocido,Esposa,Blanco,Mujer,0,2457,40,Estados-Unidos,<=50K
67,desconocido,174995,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,desconocido,Esposo,Blanco,Hombre,0,2457,40,Estados-Unidos,<=50K
40,Autónomo-no-incorporado,335549,Escuela-profesional,15,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,0,2444,45,Estados-Unidos,>50K
51,Gobierno-Estatal,68898,Asociado-vocacional,11,Divorciado,Soporte-técnico,Fuera-de-familia,Blanco,Hombre,0,2444,39,Estados-Unidos,>50K
42,Privado,107276,Algunos-cursos-universitarios,10,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,2444,40,Estados-Unidos,>50K
39,Privado,141584,Maestría,14,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Hombre,0,2444,45,Estados-Unidos,>50K
32,Privado,207668,Licenciatura,13,Nunca-casado,Ejecutivo-administrativo,Otro-familiar,Blanco,Hombre,0,2444,50,Estados-Unidos,>50K
53,Privado,313243,Algunos-cursos-universitarios,10,Separado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,2444,45,Estados-Unidos,>50K
40,Gobierno-Local,147372,Algunos-cursos-universitarios,10,Nunca-casado,Servicios-protección,Fuera-de-familia,Blanco,Hombre,0,2444,40,Estados-Unidos,>50K
38,Privado,237608,Licenciatura,13,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Mujer,0,2444,45,Estados-Unidos,>50K
33,Privado,194901,Asociado-vocacional,11,Separado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,2444,42,Estados-Unidos,>50K
50,Autónomo-incorporado,121441,11vo grado,7,Nunca-casado,Ejecutivo-administrativo,Otro-familiar,Blanco,Hombre,0,2444,40,Estados-Unidos,>50K
51,Autónomo-no-incorporado,160724,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Asiático-Isleño-Pacífico,Hombre,0,2415,40,China,>50K
41,Privado,132222,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2415,40,Estados-Unidos,>50K
55,Autónomo-incorporado,124137,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2415,35,Grecia,>50K
47,Autónomo-no-incorporado,145290,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2415,50,Estados-Unidos,>50K
41,Gobierno-Local,297248,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2415,45,Estados-Unidos,>50K
55,Autónomo-incorporado,227856,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2415,50,Estados-Unidos,>50K
40,Privado,160369,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2415,45,Estados-Unidos,>50K
32,Privado,396745,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2415,48,Estados-Unidos,>50K
58,Autónomo-no-incorporado,43221,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Agricultura-pesca,Esposo,Blanco,Hombre,0,2415,40,Estados-Unidos,>50K
37,Autónomo-incorporado,30529,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,2415,50,Estados-Unidos,>50K
44,Autónomo-no-incorporado,201742,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2415,50,Estados-Unidos,>50K
39,Autónomo-no-incorporado,218490,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2415,50,desconocido,>50K
55,Autónomo-incorporado,298449,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2415,50,Estados-Unidos,>50K
46,Autónomo-no-incorporado,102308,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,2415,40,Estados-Unidos,>50K
31,Autónomo-no-incorporado,252752,Bachillerato,9,Casado-cónyuge-civil,Otro-servicio,Esposa,Blanco,Mujer,0,2415,40,Estados-Unidos,>50K
46,Privado,192963,Licenciatura,13,Casado-cónyuge-civil,Adm-clerical,Esposo,Asiático-Isleño-Pacífico,Hombre,0,2415,35,Filipinas,>50K
39,Autónomo-incorporado,143123,Asociado-vocacional,11,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2415,40,Estados-Unidos,>50K
59,Privado,81929,Doctorado,16,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2415,45,Estados-Unidos,>50K
53,Autónomo-no-incorporado,105478,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2415,40,Estados-Unidos,>50K
36,Privado,346478,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,2415,45,Estados-Unidos,>50K
54,Privado,35576,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,2415,50,Estados-Unidos,>50K
47,Autónomo-incorporado,102308,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2415,45,Estados-Unidos,>50K
67,Privado,105252,Licenciatura,13,Viudo,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,0,2392,40,Estados-Unidos,>50K
46,Autónomo-incorporado,191978,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2392,50,Estados-Unidos,>50K
78,Autónomo-incorporado,188044,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2392,40,Estados-Unidos,>50K
68,Privado,211287,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2392,40,Estados-Unidos,>50K
26,Privado,181655,Asociado-vocacional,11,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,2377,45,Estados-Unidos,<=50K
49,Autónomo-incorporado,158685,Bachillerato,9,Casado-cónyuge-civil,Adm-clerical,Esposa,Blanco,Mujer,0,2377,40,Estados-Unidos,>50K
35,Gobierno-Local,177305,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2377,40,Estados-Unidos,<=50K
23,Privado,162945,Bachillerato,9,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,2377,40,Estados-Unidos,<=50K
71,Privado,152307,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2377,45,Estados-Unidos,>50K
68,Gobierno-Estatal,202699,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2377,42,desconocido,>50K
65,desconocido,240857,Licenciatura,13,Casado-cónyuge-civil,desconocido,Esposo,Blanco,Hombre,0,2377,40,Estados-Unidos,>50K
52,Privado,222405,Bachillerato,9,Casado-cónyuge-civil,Ventas,Esposo,Negro,Hombre,0,2377,40,Estados-Unidos,<=50K
40,Autónomo-incorporado,110862,Assoc-acdm,12,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2377,50,Estados-Unidos,<=50K
68,desconocido,257269,Licenciatura,13,Casado-cónyuge-civil,desconocido,Esposo,Blanco,Hombre,0,2377,35,Estados-Unidos,>50K
21,Privado,377931,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2377,48,Estados-Unidos,<=50K
35,Privado,192923,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2377,40,Estados-Unidos,<=50K
70,Autónomo-incorporado,207938,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2377,50,Estados-Unidos,>50K
61,Autónomo-no-incorporado,36671,Bachillerato,9,Casado-cónyuge-civil,Agricultura-pesca,Esposo,Blanco,Hombre,0,2352,50,Estados-Unidos,<=50K
46,Privado,214955,5to-6to grado,3,Divorciado,Artesanía-reparación,Fuera-de-familia,Blanco,Mujer,0,2339,45,Estados-Unidos,<=50K
59,Gobierno-Local,147707,Bachillerato,9,Viudo,Agricultura-pesca,Soltero,Blanco,Hombre,0,2339,40,Estados-Unidos,<=50K
61,Privado,43554,5to-6to grado,3,Nunca-casado,Manipuladores-limpiadores,Fuera-de-familia,Negro,Hombre,0,2339,40,Estados-Unidos,<=50K
60,Gobierno-Estatal,358893,Licenciatura,13,Divorciado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,0,2339,40,Estados-Unidos,<=50K
49,Autónomo-incorporado,141058,Algunos-cursos-universitarios,10,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,0,2339,50,Estados-Unidos,<=50K
34,Privado,25322,Licenciatura,13,Casado-cónyuge-ausente,Operador-máquina-inspector,Fuera-de-familia,Asiático-Isleño-Pacífico,Hombre,0,2339,40,desconocido,<=50K
25,Privado,77071,Licenciatura,13,Nunca-casado,Profesional-especialista,Hijo-propia,Blanco,Mujer,0,2339,35,Estados-Unidos,<=50K
55,Privado,158702,Algunos-cursos-universitarios,10,Nunca-casado,Adm-clerical,Fuera-de-familia,Negro,Mujer,0,2339,45,desconocido,<=50K
59,Gobierno-Local,171328,Bachillerato,9,Separado,Servicios-protección,Otro-familiar,Negro,Mujer,0,2339,40,Estados-Unidos,<=50K
28,Gobierno-Estatal,381789,Algunos-cursos-universitarios,10,Separado,Ejecutivo-administrativo,Hijo-propia,Blanco,Hombre,0,2339,40,Estados-Unidos,<=50K
43,desconocido,152569,Asociado-vocacional,11,Viudo,desconocido,Fuera-de-familia,Blanco,Mujer,0,2339,36,Estados-Unidos,<=50K
41,Privado,162140,Bachillerato,9,Divorciado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,2339,40,Estados-Unidos,<=50K
42,Privado,191765,Bachillerato,9,Nunca-casado,Adm-clerical,Otro-familiar,Negro,Mujer,0,2339,40,Trinidad-Tobago,<=50K
28,Privado,251905,Escuela-profesional,15,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,0,2339,40,Canadá,<=50K
40,Autónomo-no-incorporado,33310,Escuela-profesional,15,Divorciado,Otro-servicio,Fuera-de-familia,Blanco,Mujer,0,2339,35,Estados-Unidos,<=50K
69,Privado,228921,Licenciatura,13,Viudo,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,0,2282,40,Estados-Unidos,>50K
66,Gobierno-Local,36364,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2267,40,Estados-Unidos,<=50K
69,Privado,124930,5to-6to grado,3,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,2267,40,Estados-Unidos,<=50K
55,Gobierno-Local,176046,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,0,2267,40,Estados-Unidos,<=50K
57,Gobierno-Federal,370890,Bachillerato,9,Nunca-casado,Adm-clerical,Fuera-de-familia,Blanco,Hombre,0,2258,40,Estados-Unidos,<=50K
30,Autónomo-no-incorporado,257295,Algunos-cursos-universitarios,10,Nunca-casado,Ventas,Otro-familiar,Asiático-Isleño-Pacífico,Hombre,0,2258,40,Sur,<=50K
40,Privado,287983,Licenciatura,13,Nunca-casado,Soporte-técnico,Fuera-de-familia,Asiático-Isleño-Pacífico,Mujer,0,2258,48,Filipinas,<=50K
46,Gobierno-Estatal,192779,Assoc-acdm,12,Divorciado,Adm-clerical,Soltero,Blanco,Hombre,0,2258,38,Estados-Unidos,>50K
29,Privado,135296,Licenciatura,13,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,2258,45,Estados-Unidos,>50K
57,Gobierno-Federal,199114,Licenciatura,13,Nunca-casado,Adm-clerical,Fuera-de-familia,Blanco,Hombre,0,2258,40,Estados-Unidos,<=50K
39,Privado,156897,Bachillerato,9,Nunca-casado,Artesanía-reparación,Hijo-propia,Blanco,Hombre,0,2258,42,Estados-Unidos,>50K
47,Privado,138107,Licenciatura,13,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,0,2258,40,Estados-Unidos,>50K
26,Privado,279833,Licenciatura,13,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,0,2258,45,Estados-Unidos,>50K
27,Autónomo-no-incorporado,208577,Bachillerato,9,Nunca-casado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,2258,50,Estados-Unidos,<=50K
23,Privado,102942,Licenciatura,13,Nunca-casado,Profesional-especialista,Hijo-propia,Blanco,Mujer,0,2258,40,Estados-Unidos,>50K
34,Privado,36385,Maestría,14,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,0,2258,50,Estados-Unidos,<=50K
33,Privado,176185,12vo grado,8,Divorciado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,2258,42,Estados-Unidos,<=50K
57,Privado,121362,Algunos-cursos-universitarios,10,Viudo,Adm-clerical,Soltero,Blanco,Mujer,0,2258,38,Estados-Unidos,>50K
44,Gobierno-Federal,29591,Licenciatura,13,Divorciado,Soporte-técnico,Fuera-de-familia,Blanco,Hombre,0,2258,40,Estados-Unidos,>50K
49,Gobierno-Estatal,269417,Doctorado,16,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,2258,50,Estados-Unidos,>50K
45,Privado,187901,Bachillerato,9,Divorciado,Agricultura-pesca,Fuera-de-familia,Blanco,Hombre,0,2258,44,Estados-Unidos,>50K
48,Privado,175070,Bachillerato,9,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,2258,40,Estados-Unidos,>50K
31,Privado,263561,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2246,45,Estados-Unidos,>50K
55,Gobierno-Local,99131,Bachillerato,9,Casado-cónyuge-civil,Profesional-especialista,Otro-familiar,Blanco,Mujer,0,2246,40,Estados-Unidos,>50K
70,Autónomo-no-incorporado,143833,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2246,40,Estados-Unidos,>50K
73,Privado,336007,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2246,40,Estados-Unidos,>50K
31,Privado,327825,Bachillerato,9,Separado,Operador-máquina-inspector,Soltero,Blanco,Mujer,0,2238,40,Estados-Unidos,<=50K
28,Privado,129460,10mo grado,6,Viudo,Adm-clerical,Soltero,Blanco,Mujer,0,2238,35,Estados-Unidos,<=50K
23,Autónomo-no-incorporado,258298,Licenciatura,13,Nunca-casado,Adm-clerical,Hijo-propia,Blanco,Hombre,0,2231,40,Estados-Unidos,>50K
49,Gobierno-Local,102359,9no grado,5,Viudo,Manipuladores-limpiadores,Soltero,Blanco,Hombre,0,2231,40,Estados-Unidos,>50K
27,Gobierno-Local,92431,Algunos-cursos-universitarios,10,Nunca-casado,Servicios-protección,Fuera-de-familia,Blanco,Hombre,0,2231,40,Estados-Unidos,>50K
44,Autónomo-no-incorporado,171424,Algunos-cursos-universitarios,10,Divorciado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Hombre,0,2205,35,Estados-Unidos,<=50K
35,Privado,108293,Algunos-cursos-universitarios,10,Nunca-casado,Adm-clerical,Hijo-propia,Blanco,Mujer,0,2205,40,Estados-Unidos,<=50K
38,Privado,126675,Bachillerato,9,Divorciado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,2205,40,Estados-Unidos,<=50K
39,Privado,155603,Algunos-cursos-universitarios,10,Nunca-casado,Otro-servicio,Hijo-propia,Negro,Mujer,0,2205,40,Estados-Unidos,<=50K
32,Privado,27882,Algunos-cursos-universitarios,10,Nunca-casado,Operador-máquina-inspector,Otro-familiar,Blanco,Mujer,0,2205,40,Holand-Netherlands,<=50K
42,Privado,242564,7mo-8vo grado,4,Nunca-casado,Manipuladores-limpiadores,Fuera-de-familia,Negro,Hombre,0,2205,40,Estados-Unidos,<=50K
63,desconocido,234083,Bachillerato,9,Divorciado,desconocido,Fuera-de-familia,Blanco,Mujer,0,2205,40,Estados-Unidos,<=50K
64,Privado,181232,11vo grado,7,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2179,40,Estados-Unidos,<=50K
28,Privado,166481,7mo-8vo grado,4,Casado-cónyuge-civil,Manipuladores-limpiadores,Esposo,Otro,Hombre,0,2179,40,Puerto-Rico,<=50K
41,Autónomo-no-incorporado,144594,7mo-8vo grado,4,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2179,40,Estados-Unidos,<=50K
59,Gobierno-Estatal,303176,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,2179,40,Estados-Unidos,<=50K
45,Privado,167523,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,2179,45,Estados-Unidos,<=50K
29,Privado,119004,Bachillerato,9,Casado-cónyuge-civil,Adm-clerical,Esposa,Blanco,Mujer,0,2179,40,Estados-Unidos,<=50K
47,Privado,175925,10mo grado,6,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,2179,52,Estados-Unidos,<=50K
40,Privado,212847,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,2179,40,Estados-Unidos,<=50K
47,Autónomo-no-incorporado,191175,5to-6to grado,3,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,2179,50,México,<=50K
63,desconocido,83043,Licenciatura,13,Casado-cónyuge-civil,desconocido,Esposo,Blanco,Hombre,0,2179,45,Estados-Unidos,<=50K
41,Autónomo-no-incorporado,170214,Bachillerato,9,Casado-cónyuge-civil,Manipuladores-limpiadores,Esposo,Blanco,Hombre,0,2179,40,Estados-Unidos,<=50K
34,Privado,180714,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Negro,Hombre,0,2179,40,Estados-Unidos,<=50K
66,desconocido,177351,Licenciatura,13,Casado-cónyuge-civil,desconocido,Esposo,Blanco,Hombre,0,2174,40,Estados-Unidos,>50K
70,Privado,282642,Bachillerato,9,Casado-cónyuge-civil,Manipuladores-limpiadores,Esposo,Blanco,Hombre,0,2174,40,Estados-Unidos,>50K
75,Autónomo-no-incorporado,309955,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2174,50,Estados-Unidos,>50K
65,Gobierno-Estatal,215908,Bachillerato,9,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,2174,40,Estados-Unidos,>50K
65,Gobierno-Federal,23494,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Negro,Hombre,0,2174,40,Estados-Unidos,>50K
73,Privado,147551,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2174,50,Estados-Unidos,>50K
68,Autónomo-no-incorporado,116903,Asociado-vocacional,11,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2149,40,Estados-Unidos,<=50K
37,Autónomo-no-incorporado,68899,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2129,40,Estados-Unidos,<=50K
45,Gobierno-Federal,207107,Assoc-acdm,12,Divorciado,Adm-clerical,Soltero,Asiático-Isleño-Pacífico,Hombre,0,2080,40,Filipinas,<=50K
30,Privado,148524,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,2057,40,Estados-Unidos,<=50K
35,Privado,272019,11vo grado,7,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2057,40,Estados-Unidos,<=50K
34,Privado,199864,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposa,Blanco,Mujer,0,2057,40,Estados-Unidos,<=50K
35,Privado,67728,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2051,45,Estados-Unidos,<=50K
26,Privado,115717,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
54,Privado,172281,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,2051,50,Estados-Unidos,<=50K
52,Gobierno-Local,305053,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
31,Privado,291052,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
38,Gobierno-Federal,248919,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
30,Privado,84119,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
34,Gobierno-Local,105540,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
52,Privado,195635,Bachillerato,9,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,2051,38,Estados-Unidos,<=50K
54,Privado,816750,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
38,Privado,160192,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2051,44,Estados-Unidos,<=50K
39,Privado,136081,Bachillerato,9,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
29,Privado,244473,Asociado-vocacional,11,Casado-cónyuge-civil,Soporte-técnico,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
45,Privado,187033,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
38,Privado,154410,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2051,40,Polonia,<=50K
39,Privado,314007,10mo grado,6,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,2051,40,Estados-Unidos,<=50K
43,Privado,117037,11vo grado,7,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,2042,40,Estados-Unidos,<=50K
35,Privado,40135,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Manipuladores-limpiadores,Esposo,Blanco,Hombre,0,2042,40,Estados-Unidos,<=50K
46,Privado,315423,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,2042,50,Estados-Unidos,<=50K
